,cluster,word,frequency
1105,542.0,comercio,784
1106,344.0,cometen,127
1107,344.0,cometer,198
1108,549.0,cometido,334
1109,344.0,cometidos,89
1110,344.0,cometiendo,99
1111,344.0,cometieron,169
1112,365.0,cometio,67
1113,93.0,comida,253
1114,200.0,comienza,296
1115,383.0,comienzan,173
1116,339.0,comienzo,133
1117,344.0,comision,393
1118,70.0,comisiones,213
1119,344.0,comite,498
1120,70.0,comites,553
1121,207.0,como,37254
1122,207.0,comodo,68
1123,200.0,companera,270
1124,207.0,companeras,650
1125,344.0,companero,2293
1126,361.0,companeros,4479
1127,344.0,compania,421
1128,344.0,companias,292
1129,312.0,comparacion,137
1130,206.0,comparar,125
1131,200.0,compartir,69
1132,200.0,compatriotas,642
1133,312.0,competencia,330
1134,361.0,competencias,190
1135,93.0,competir,246
1136,207.0,compleja,133
1137,457.0,complejas,77
1138,207.0,complejo,222
1139,593.0,complejos,149
1140,457.0,completa,311
1141,437.0,completamente,282
1142,383.0,completas,68
1143,365.0,completo,455
1144,207.0,complicado,76
1145,344.0,complices,140
1146,344.0,complicidad,108
1147,93.0,componentes,122
1148,207.0,comportamiento,213
1149,365.0,composicion,83
1150,93.0,compra,296
1151,93.0,compraba,71
1152,93.0,compraban,99
1153,549.0,comprado,67
1154,93.0,compramos,87
1155,93.0,compran,169
1156,93.0,comprando,146
1157,93.0,comprar,1023
1158,93.0,compre,83
1159,466.0,comprenda,153
1160,466.0,comprendan,193
1161,466.0,comprende,463
1162,207.0,comprendemos,189
1163,466.0,comprenden,453
1164,466.0,comprender,967
1165,200.0,comprenderan,109
1166,549.0,comprendido,99
1167,200.0,comprendo,114
1168,466.0,comprension,207
1169,207.0,comprobar,137
1170,339.0,compromiso,281
1171,312.0,compromisos,230
1172,70.0,computacion,209
1173,93.0,computadoras,110
1174,466.0,comun,424
1175,361.0,comunes,141
1176,70.0,comunicacion,256
1177,70.0,comunicaciones,295
1178,70.0,comunidad,632
1179,70.0,comunidades,143
1180,466.0,comunismo,534
1181,344.0,comunista,1012
1182,361.0,comunistas,664
1183,549.0,concebido,73
1184,466.0,concebir,264
1185,466.0,concebirse,85
1186,272.0,concentracion,247
1187,466.0,concepcion,574
1188,361.0,concepciones,240
1189,466.0,concepto,872
1190,361.0,conceptos,436
1191,457.0,concesion,87
1192,361.0,concesiones,126
1193,200.0,concibe,113
1194,466.0,conciencia,3168
1195,206.0,conciencias,124
1196,549.0,concluido,99
1197,207.0,concluir,139
1198,206.0,conclusion,239
1199,206.0,conclusiones,159
1200,207.0,concreta,85
1201,312.0,concretas,75
1202,207.0,concreto,163
1203,344.0,condena,126
1204,365.0,condenado,82
1205,361.0,condenados,73
1206,344.0,condenar,91
1207,466.0,condicion,327
1208,93.0,condiciones,4457
1209,365.0,conduce,96
1210,549.0,conducido,69
1211,312.0,conducir,95
1212,466.0,conducta,562
1213,69.0,condujo,81
1214,344.0,conferencia,500
1215,361.0,conferencias,104
1216,466.0,confianza,959
1217,466.0,confiar,88
1218,344.0,conflicto,211
1219,278.0,conflictos,260
1220,77.0,conforme,79
1221,466.0,confundir,266
1222,466.0,confusion,173
1223,466.0,congreso,2189
1224,361.0,congresos,107
1225,457.0,conjunto,499
1226,200.0,conmemora,71
1227,339.0,conmemoracion,105
1228,339.0,conmemoramos,67
1229,339.0,conmemorar,131
1230,206.0,conmigo,109
1231,200.0,conoce,441
1232,278.0,conocemos,414
1233,207.0,conocen,572
1234,206.0,conocer,756
1235,344.0,conocia,178
1236,200.0,conociamos,93
1237,200.0,conocian,98
1238,344.0,conocida,140
1239,361.0,conocidas,95
1240,549.0,conocido,501
1241,361.0,conocidos,184
1242,200.0,conociendo,88
1243,200.0,conocieron,106
1244,466.0,conocimiento,355
1245,70.0,conocimientos,1148
1246,200.0,conocimos,103
1247,344.0,conocio,172
1248,299.0,conozca,128
1249,200.0,conozcan,108
1250,206.0,conozco,227
1251,344.0,conquista,226
1252,549.0,conquistado,125
1253,466.0,conquistar,293
1254,457.0,conquistas,188
1255,70.0,consagracion,82
1256,466.0,consciente,371
1257,466.0,conscientes,596
1258,225.0,consecuencia,958
1259,466.0,consecuencias,654
1260,466.0,consecuente,150
1261,93.0,conseguir,192
1262,344.0,consejo,635
1263,361.0,consejos,142
1264,593.0,consenso,85
1265,122.0,conservar,82
1266,122.0,considera,165
1267,200.0,consideraban,73
1268,93.0,considerable,469
1269,93.0,considerablemente,457
1270,93.0,considerables,95
1271,466.0,consideracion,319
1272,361.0,consideraciones,101
1273,549.0,considerado,82
1274,207.0,consideramos,239
1275,69.0,consideran,118
1276,361.0,considerando,92
1277,466.0,considerar,195
1278,466.0,considerarse,83
1279,207.0,considero,172
1280,466.0,consigna,415
1281,361.0,consignas,170
1282,593.0,consigo,67
1283,207.0,consiste,141
1284,593.0,consolidado,69
1285,299.0,consolidar,95
1286,466.0,constancia,84
1287,466.0,constante,243
1288,383.0,constantemente,461
1289,344.0,constitucion,366
1290,344.0,constitucional,87
1291,299.0,constituia,75
1292,457.0,constituida,70
1293,549.0,constituido,170
1294,70.0,constituir,195
1295,207.0,constituye,560
1296,272.0,constituyen,522
1297,69.0,constituyo,92
1298,70.0,construccion,2565
1299,93.0,construcciones,920
1300,207.0,constructiva,85
1301,207.0,constructivo,96
1302,70.0,constructores,428
1303,457.0,construida,82
1304,70.0,construidas,120
1305,549.0,construido,441
1306,383.0,construimos,103
1307,70.0,construir,1967
1308,70.0,construye,254
1309,70.0,construyen,228
1310,93.0,construyendo,1038
1311,70.0,construyeron,241
1312,70.0,construyo,162
1313,299.0,consulta,128
1314,361.0,consultas,110
1315,93.0,consume,201
1316,93.0,consumen,162
1317,93.0,consumidores,81
1318,93.0,consumiendo,84
1319,93.0,consumir,222
1320,93.0,consumo,1086
1321,344.0,contaba,253
1322,200.0,contabamos,77
1323,200.0,contaban,104
1324,339.0,contacto,340
1325,77.0,contactos,151
1326,549.0,contado,126
1327,593.0,contaminacion,72
1328,383.0,contamos,316
1329,361.0,contando,144
1330,278.0,contar,1094
1331,200.0,contara,78
1332,200.0,contaron,84
1333,200.0,contemplar,91
1334,207.0,contenido,318
1335,69.0,contentos,90
1336,344.0,contienda,112
1337,344.0,continente,961
1338,200.0,continentes,127
1339,70.0,contingente,700
1340,70.0,contingentes,364
1341,312.0,continua,188
1342,457.0,continuan,101
1343,70.0,continuar,364
1344,69.0,continuara,71
1345,200.0,continuaran,80
1346,200.0,continuaron,75
1347,312.0,continuo,115
1348,200.0,conto,91
1349,344.0,contra,10201
1350,365.0,contrabando,120
1351,312.0,contradiccion,283
1352,272.0,contradicciones,237
1353,466.0,contrario,641
1354,344.0,contrarrevolucion,496
1355,344.0,contrarrevolucionaria,138
1356,344.0,contrarrevolucionarias,245
1357,344.0,contrarrevolucionario,245
1358,344.0,contrarrevolucionarios,744
1359,466.0,contribucion,187
1360,549.0,contribuido,125
1361,466.0,contribuir,188
1362,312.0,control,421
1363,312.0,controlar,131
1364,593.0,controles,71
1365,206.0,convencer,100
1366,466.0,convencido,166
1367,278.0,convencidos,146
1368,299.0,convenga,76
1369,365.0,conveniencia,110
1370,207.0,conveniente,263
1371,542.0,convenio,128
1372,593.0,convenios,90
1373,206.0,conversacion,91
1374,206.0,conversaciones,116
1375,200.0,conversando,132
1376,200.0,conversar,165
1377,93.0,convertible,189
1378,93.0,convertibles,203
1379,549.0,convertido,505
1380,200.0,convertidos,104
1381,437.0,convertir,506
1382,200.0,convertirnos,67
1383,122.0,convertirse,260
1384,466.0,conviccion,638
1385,466.0,convicciones,149
1386,200.0,conviene,212
1387,299.0,convierta,111
1388,365.0,convierte,274
1389,111.0,convierten,127
1390,70.0,convirtiendo,147
1391,200.0,convirtieron,110
1392,365.0,convirtio,223
1393,70.0,cooperacion,740
1394,466.0,cooperar,163
1395,93.0,cooperativa,482
1396,93.0,cooperativas,870
1397,361.0,cooperativistas,136
1398,70.0,coordinacion,123
1399,466.0,corazon,524
1400,466.0,corazones,113
1401,200.0,cordon,93
1402,344.0,corea,163
1403,344.0,coronel,78
1404,365.0,corre,90
1405,466.0,correcta,306
1406,299.0,correctamente,90
1407,207.0,correcto,456
1408,383.0,correlacion,138
1409,206.0,correr,122
1410,466.0,corresponde,378
1411,361.0,corresponden,98
1412,361.0,correspondiente,128
1413,70.0,correspondientes,142
1414,200.0,correspondio,69
1415,206.0,corriendo,126
1416,593.0,corriente,234
1417,457.0,corrientes,143
1418,77.0,corromper,67
1419,344.0,corrompidos,100
1420,344.0,corrupcion,297
1421,93.0,corta,123
1422,549.0,cortado,74
1423,93.0,cortadores,89
1424,93.0,cortando,153
1425,93.0,cortar,584
1426,93.0,corte,417
1427,365.0,corto,121
1428,466.0,cosa,3957
1429,206.0,cosas,9035
1430,93.0,cosecha,371
1431,93.0,cosechar,99
1432,93.0,cosechas,148
1433,344.0,costa,649
1434,111.0,costaba,83
1435,549.0,costado,205
1436,111.0,costar,87
1437,93.0,costaria,70
1438,344.0,costas,245
1439,93.0,costo,925
1440,93.0,costos,223
1441,365.0,costumbre,114
1442,206.0,costumbres,125
1443,207.0,crea,376
1444,70.0,creacion,376
1445,69.0,creada,106
1446,70.0,creadas,106
1447,549.0,creado,814
1448,466.0,creador,197
1449,466.0,creadora,95
1450,225.0,creados,151
1451,111.0,creamos,98
1452,466.0,crean,446
1453,70.0,creando,594
1454,70.0,crear,1606
1455,70.0,crearon,251
1456,93.0,crece,669
1457,93.0,crecen,195
1458,93.0,crecer,264
1459,457.0,crecera,92
1460,111.0,crecia,101
1461,549.0,crecido,367
1462,93.0,creciendo,280
1463,457.0,creciente,546
1464,457.0,crecientes,112
1465,93.0,crecimiento,533
1466,93.0,crecio,271
1467,93.0,credito,326
1468,93.0,creditos,492
1469,206.0,cree,268
1470,466.0,creemos,964
1471,466.0,creen,804
1472,206.0,creencia,76
1473,206.0,creencias,101
1474,466.0,creer,566
1475,344.0,creia,191
1476,200.0,creiamos,115
1477,344.0,creian,378
1478,549.0,creido,90
1479,466.0,creo,4219
1480,344.0,creyeron,214
1481,111.0,crezca,79
1482,93.0,cria,141
1483,344.0,crimen,745
1484,344.0,crimenes,588
1485,344.0,criminal,477
1486,344.0,criminales,793
1487,339.0,crisis,1490
1488,361.0,cristianos,89
1489,466.0,criterio,484
1490,361.0,criterios,460
1491,466.0,critica,286
1492,361.0,criticas,165
1493,207.0,critico,152
1494,339.0,criticos,100
1495,344.0,cruel,171
1496,365.0,cruz,110
1497,383.0,cruzar,90
1498,361.0,ctc,113
1499,93.0,cuadrado,78
1500,93.0,cuadrados,206
1501,207.0,cuadro,316
1502,70.0,cuadros,1076
1503,225.0,cual,4425
1504,278.0,cuales,2460
1505,437.0,cualesquiera,189
1506,361.0,cualidades,227
1507,437.0,cualquier,5248
1508,206.0,cualquiera,1276
1509,466.0,cuan,251
1510,278.0,cuando,19646
1511,466.0,cuanta,442
1512,93.0,cuantas,1487
1513,225.0,cuanto,2587
1514,70.0,cuantos,2385
1515,200.0,cuarenta,148
1516,111.0,cuarta,120
1517,344.0,cuartel,206
1518,200.0,cuarteles,175
1519,361.0,cuarto,380
1520,93.0,cuatro,2201
1521,344.0,cuba,12327
1522,344.0,cubana,1953
1523,344.0,cubanas,463
1524,344.0,cubano,1607
1525,344.0,cubanos,2789
1526,93.0,cubicos,289
1527,122.0,cubrir,69
1528,122.0,cuenca,74
1529,272.0,cuenta,2939
1530,70.0,cuentan,382
1531,206.0,cuentas,255
1532,200.0,cuento,122
1533,206.0,cuentos,93
1534,344.0,cuerpo,213
1535,344.0,cuerpos,82
1536,93.0,cuesta,603
1537,93.0,cuestan,114
1538,466.0,cueste,132
1539,207.0,cuestion,2117
1540,206.0,cuestiones,1404
1541,466.0,cuidado,280
1542,299.0,cuidar,136
1543,344.0,cuito,68
1544,206.0,culpa,745
1545,278.0,culpables,165
1546,593.0,culpar,69
1547,93.0,cultivar,238
1548,93.0,cultivo,584
1549,93.0,cultivos,758
1550,466.0,culto,106
1551,466.0,cultura,1400
1552,70.0,cultural,436
1553,70.0,culturales,238
1554,344.0,cumbre,343
1555,361.0,cumbres,80
1556,361.0,cumpla,86
1557,200.0,cumple,151
1558,200.0,cumplen,134
1559,549.0,cumplido,415
1560,361.0,cumpliendo,296
1561,200.0,cumplieron,113
1562,361.0,cumplimiento,313
1563,200.0,cumplimos,83
1564,207.0,cumplio,112
1565,466.0,cumplir,1171
1566,69.0,cumplira,79
1567,361.0,cumplirse,109
1568,93.0,cuota,440
1569,93.0,cuotas,126
1570,77.0,cura,69
1571,344.0,curas,99
1572,365.0,curioso,141
1573,207.0,curso,1236
1574,70.0,cursos,475
1575,344.0,cuya,514
1576,225.0,cuyas,233
1577,344.0,cuyo,477
1578,542.0,cuyos,454
1579,466.0,da,1388
1580,344.0,daba,345
1581,206.0,daban,266
1582,299.0,dada,76
1583,549.0,dado,1444
1584,344.0,dales,124
1585,93.0,damos,308
1586,206.0,dan,827
1587,207.0,dando,549
1588,466.0,dano,678
1589,593.0,danos,133
1590,70.0,danza,79
1591,466.0,dar,2157
1592,200.0,dara,147
1593,200.0,daran,78
1594,200.0,daremos,67
1595,207.0,darle,723
1596,93.0,darles,613
1597,466.0,darnos,142
1598,225.0,darse,150
1599,207.0,dato,264
1600,93.0,datos,988
1601,93.0,debajo,319
1602,593.0,debate,72
1603,361.0,debates,79
1604,466.0,debe,3637
1605,466.0,debemos,3193
1606,383.0,deben,1805
1607,466.0,deber,1738
1608,365.0,debera,194
1609,361.0,deberan,167
1610,466.0,deberes,295
1611,344.0,debia,434
1612,365.0,debiamos,126
1613,383.0,debian,180
1614,280.0,debido,229
1615,77.0,debiera,124
1616,206.0,debieran,101
1617,466.0,debil,172
1618,278.0,debiles,258
1619,466.0,debilidad,81
1620,206.0,debilidades,125
1621,466.0,debilitar,126
1622,365.0,debio,127
1623,339.0,debo,446
1624,312.0,decada,145
1625,206.0,decadas,203
1626,70.0,decenas,2645
1627,206.0,decia,2281
1628,200.0,deciamos,623
1629,344.0,decian,694
1630,77.0,decide,106
1631,77.0,deciden,75
1632,69.0,decidida,73
1633,549.0,decidido,257
1634,466.0,decididos,162
1635,200.0,decidieron,80
1636,200.0,decidimos,100
1637,383.0,decidio,181
1638,206.0,decidir,171
1639,200.0,decimos,769
1640,278.0,decir,12677
1641,206.0,decirle,294
1642,206.0,decirles,683
1643,466.0,decirlo,267
1644,466.0,decirse,521
1645,344.0,decision,795
1646,339.0,decisiones,185
1647,466.0,decisiva,209
1648,466.0,decisivo,351
1649,339.0,decisivos,85
1650,344.0,declara,69
1651,344.0,declaracion,493
1652,344.0,declaraciones,260
1653,549.0,declarado,99
1654,344.0,declaro,153
1655,466.0,decoro,68
1656,365.0,decreto,105
1657,299.0,dedica,98
1658,93.0,dedicadas,81
1659,549.0,dedicado,194
1660,70.0,dedicados,151
1661,111.0,dedican,166
1662,93.0,dedicar,271
1663,111.0,dedicarse,91
1664,299.0,dedico,78
1665,206.0,dedo,124
1666,77.0,defectos,122
1667,466.0,defendemos,150
1668,466.0,defender,1558
1669,466.0,defenderla,149
1670,225.0,defendernos,199
1671,466.0,defenderse,220
1672,344.0,defendian,67
1673,549.0,defendido,135
1674,344.0,defendiendo,500
1675,344.0,defensa,1576
1676,344.0,defensores,174
1677,437.0,deficiencias,313
1678,93.0,deficit,310
1679,344.0,defiende,224
1680,344.0,defienden,226
1681,207.0,definir,68
1682,466.0,definitiva,559
1683,77.0,definitivamente,154
1684,77.0,deja,282
1685,200.0,dejaban,81
1686,549.0,dejado,322
1687,200.0,dejamos,117
1688,206.0,dejan,250
1689,365.0,dejando,112
1690,206.0,dejar,876
1691,200.0,dejara,110
1692,206.0,dejaran,85
1693,200.0,dejarnos,72
1694,200.0,dejaron,445
1695,299.0,dejarse,69
1696,466.0,deje,127
1697,200.0,dejen,177
1698,344.0,dejo,380
1699,466.0,delante,969
1700,344.0,delegacion,642
1701,361.0,delegaciones,167
1702,361.0,delegado,106
1703,361.0,delegados,591
1704,365.0,delincuencia,82
1705,365.0,delincuente,68
1706,344.0,delincuentes,117
1707,344.0,delito,321
1708,344.0,delitos,143
1709,206.0,demagogia,137
1710,93.0,demanda,538
1711,361.0,demandas,183
1712,466.0,demas,2868
1713,206.0,demasiado,619
1714,344.0,democracia,727
1715,344.0,democrata,76
1716,77.0,democratas,69
1717,344.0,democratica,252
1718,457.0,democraticas,72
1719,466.0,democratico,265
1720,365.0,democraticos,76
1721,549.0,demostrado,526
1722,225.0,demostrando,162
1723,466.0,demostrar,348
1724,200.0,demostraron,79
1725,365.0,demostro,189
1726,466.0,demuestra,616
1727,207.0,demuestran,209
1728,93.0,den,217
1729,339.0,dengue,101
1730,225.0,dentro,2360
1731,344.0,denuncia,79
1732,299.0,denunciar,68
1733,344.0,departamento,361
1734,207.0,depende,319
1735,299.0,dependen,92
1736,365.0,dependencia,165
1737,225.0,depender,140
1738,200.0,dependera,86
1739,70.0,deporte,909
1740,70.0,deportes,381
1741,70.0,deportiva,158
1742,70.0,deportivas,227
1743,70.0,deportivo,118
1744,70.0,deportivos,189
1745,344.0,derecha,157
1746,466.0,derecho,3432
1747,344.0,derechos,1167
1748,93.0,derivados,106
1749,344.0,derramar,92
1750,344.0,derrocar,80
1751,344.0,derrota,339
1752,549.0,derrotado,103
1753,344.0,derrotados,107
1754,344.0,derrotar,198
1755,69.0,derrumbe,83
1756,466.0,desafio,143
1757,299.0,desaliento,78
1758,77.0,desaparece,71
1759,278.0,desaparecer,298
1760,549.0,desaparecido,288
1761,344.0,desaparecidos,87
1762,225.0,desapareciendo,82
1763,200.0,desaparecieron,118
1764,111.0,desaparecio,162
1765,593.0,desaparezca,67
1766,344.0,desaparicion,229
1767,344.0,desarmado,81
1768,70.0,desarrolla,382
1769,457.0,desarrollada,170
1770,593.0,desarrolladas,135
1771,549.0,desarrollado,709
1772,93.0,desarrollados,621
1773,299.0,desarrollamos,67
1774,70.0,desarrollan,200
1775,70.0,desarrollando,699
1776,593.0,desarrollandose,101
1777,70.0,desarrollar,1344
1778,69.0,desarrollara,68
1779,70.0,desarrollaron,143
1780,70.0,desarrollarse,262
1781,69.0,desarrolle,121
1782,593.0,desarrollen,84
1783,70.0,desarrollo,4819
1784,365.0,desastre,154
1785,200.0,descalzos,99
1786,206.0,descansar,127
1787,111.0,descanso,282
1788,206.0,descarados,104
1789,200.0,descendientes,75
1790,312.0,descontento,73
1791,549.0,descubierto,136
1792,225.0,descubriendo,93
1793,200.0,descubrieron,69
1794,365.0,descubrimos,92
1795,207.0,descubrir,185
1796,70.0,desde,8988
1797,200.0,desea,132
1798,200.0,deseamos,266
1799,200.0,desean,154
1800,200.0,deseen,71
1801,344.0,desembarcar,109
1802,344.0,desembarco,232
1803,69.0,desempenan,68
1804,207.0,desempenar,133
1805,272.0,desempleados,282
1806,93.0,desempleo,629
1807,466.0,deseo,513
1808,466.0,deseos,233
1809,206.0,desertores,67
1810,77.0,desesperacion,110
1811,69.0,desesperada,84
1812,361.0,desesperados,68
1813,200.0,desfilar,77
1814,299.0,desfile,89
1815,365.0,desgracia,134
1816,542.0,desgraciadamente,499
1817,457.0,desigual,253
1818,278.0,desigualdad,120
1819,593.0,desigualdades,86
1820,466.0,desinteres,80
1821,365.0,desorden,99
1822,549.0,despertado,67
1823,466.0,despertar,163
1824,200.0,despierta,80
1825,593.0,despilfarro,111
1826,466.0,desprecio,233
1827,206.0,despues,6756
1828,69.0,destacado,130
1829,70.0,destacados,154
1830,70.0,destacamento,360
1831,466.0,destino,706
1832,344.0,destinos,185
1833,344.0,destruccion,378
1834,344.0,destruida,104
1835,457.0,destruidas,68
1836,549.0,destruido,142
1837,344.0,destruir,835
1838,206.0,destruirnos,74
1839,299.0,destruye,72
1840,299.0,destruyen,67
1841,77.0,destruyendo,86
1842,200.0,destruyeron,68
1843,207.0,detalle,140
1844,207.0,detalles,274
1845,312.0,detener,139
1846,457.0,detenido,85
1847,344.0,determinacion,93
1848,93.0,determinada,240
1849,225.0,determinadas,710
1850,437.0,determinado,541
1851,70.0,determinados,763
1852,383.0,detras,517
1853,225.0,deuda,937
1854,77.0,deudas,172
1855,206.0,devolver,82
1856,200.0,di,75
1857,272.0,dia,8337
1858,70.0,diagnostico,97
1859,339.0,dialogo,116
1860,69.0,diaria,80
1861,93.0,diariamente,141
1862,93.0,diarias,130
1863,299.0,diario,198
1864,93.0,diarios,172
1865,280.0,dias,4672
1866,344.0,diaz,131
1867,225.0,dice,2283
1868,206.0,dicen,2334
1869,69.0,dicha,75
1870,549.0,dicho,1561
1871,339.0,diciembre,448
1872,206.0,diciendo,497
1873,344.0,dictador,74
1874,344.0,dictadura,276
1875,383.0,dientes,88
1876,200.0,diera,115
1877,206.0,dieran,109
1878,344.0,dieron,784
1879,93.0,diez,707
1880,272.0,diferencia,596
1881,278.0,diferencias,249
1882,207.0,diferente,341
1883,70.0,diferentes,503
1884,466.0,dificil,2304
1885,466.0,dificiles,1294
1886,466.0,dificultad,147
1887,466.0,dificultades,2057
1888,466.0,diga,351
1889,93.0,digamos,708
1890,206.0,digan,317
1891,466.0,digna,209
1892,466.0,dignidad,883
1893,466.0,digno,318
1894,466.0,dignos,153
1895,466.0,digo,2308
1896,206.0,dije,1110
1897,200.0,dijera,91
1898,206.0,dijeron,482
1899,339.0,dijimos,520
1900,344.0,dijo,1592
1901,466.0,dimension,121
1902,361.0,dimos,187
1903,93.0,dinero,2670
1904,344.0,dio,767
1905,206.0,dios,119
1906,344.0,diplomatica,89
1907,344.0,diplomaticas,170
1908,344.0,diplomatico,99
1909,344.0,diplomaticos,95
1910,344.0,diputados,173
1911,200.0,dira,80
1912,206.0,diran,257
1913,70.0,direccion,1331
1914,361.0,direcciones,129
1915,344.0,directa,260
1916,225.0,directamente,395
1917,299.0,directo,144
1918,207.0,director,248
1919,70.0,directores,122
1920,206.0,diria,416
1921,344.0,dirige,138
1922,69.0,dirigen,121
1923,344.0,dirigente,274
1924,344.0,dirigentes,1055
1925,344.0,dirigida,89
1926,549.0,dirigido,142
1927,70.0,dirigidos,115
1928,69.0,dirigiendo,73
1929,344.0,dirigio,73
1930,207.0,dirigir,239
1931,70.0,disciplina,699
1932,207.0,discrecion,82
1933,344.0,discriminacion,319
1934,206.0,discurso,461
1935,206.0,discursos,208
1936,312.0,discusion,222
1937,361.0,discusiones,145
1938,200.0,discute,120
1939,206.0,discuten,78
1940,549.0,discutido,242
1941,361.0,discutiendo,287
1942,200.0,discutieron,89
1943,200.0,discutimos,76
1944,207.0,discutio,125
1945,206.0,discutir,808
1946,466.0,disfrutar,264
1947,77.0,disfrute,70
1948,93.0,disminucion,112
1949,549.0,disminuido,84
1950,207.0,disminuir,163
1951,93.0,disminuye,71
1952,344.0,disparar,125
1953,93.0,dispone,218
1954,93.0,disponemos,205
1955,93.0,disponen,126
1956,93.0,disponer,600
1957,383.0,disponia,71
1958,122.0,disponiamos,67
1959,93.0,disponible,88
1960,93.0,disponibles,163
1961,466.0,disposicion,576
1962,361.0,disposiciones,76
1963,77.0,dispuesta,79
1964,344.0,dispuesto,472
1965,225.0,dispuestos,961
1966,93.0,distancia,357
1967,361.0,distancias,89
1968,457.0,distante,93
1969,70.0,distantes,95
1970,593.0,distension,69
1971,344.0,distinguidos,199
1972,111.0,distinguir,103
1973,466.0,distinta,252
1974,70.0,distintas,935
1975,207.0,distinto,262
1976,70.0,distintos,1012
1977,93.0,distribucion,432
1978,70.0,distribuidos,72
1979,93.0,distribuir,158
1980,361.0,distrito,69
1981,70.0,diversas,247
1982,70.0,diversos,222
1983,111.0,dividida,71
1984,77.0,dividido,93
1985,77.0,divididos,78
1986,77.0,dividir,185
1987,93.0,divisa,144
1988,93.0,divisas,864
1989,344.0,division,260
1990,344.0,divisiones,131
1991,111.0,divulgacion,201
1992,206.0,divulgar,87
1993,93.0,doble,712
1994,200.0,doce,144
1995,70.0,docencia,114
1996,70.0,docente,203
1997,70.0,docentes,191
1998,344.0,doctor,198
1999,466.0,doctrina,227
2000,361.0,documento,184
2001,361.0,documentos,256
2002,93.0,dolar,453
2003,93.0,dolares,2170
2004,466.0,dolor,456
2005,77.0,dolores,95
2006,466.0,doloroso,173
2007,383.0,domestico,75
2008,344.0,dominacion,100
2009,365.0,dominantes,69
2010,593.0,dominar,132
2011,344.0,domingo,584
2012,200.0,domingos,73
2013,344.0,dominicana,111
2014,344.0,dominicano,97
2015,344.0,dominicanos,89
2016,344.0,dominio,427
2017,206.0,don,87
2018,111.0,donaciones,131
2019,70.0,donde,9973
2020,77.0,dondequiera,446
2021,206.0,dormir,101
2022,280.0,dos,6859
2023,122.0,doscientos,79
2024,200.0,doy,112
2025,93.0,drenaje,134
2026,111.0,droga,139
2027,344.0,drogas,302
2028,466.0,duda,1465
2029,466.0,dudas,265
2030,200.0,dudo,70
2031,466.0,duele,212
2032,77.0,dueno,413
2033,93.0,duenos,574
2034,93.0,duplicar,88
2035,466.0,dura,635
2036,69.0,duramente,127
2037,549.0,durante,3242
2038,312.0,durar,82
2039,207.0,duras,293
2040,466.0,duro,1088
2041,272.0,duros,307
2042,206.0,echar,237
2043,466.0,economia,2989
2044,122.0,economias,125
2045,339.0,economica,1443
2046,69.0,economicamente,317
2047,437.0,economicas,816
2048,466.0,economico,1910
2049,278.0,economicos,741
2050,70.0,economistas,166
2051,344.0,ecuador,115
2052,272.0,edad,725
2053,361.0,edades,150
2054,70.0,edificaciones,166
2055,93.0,edificio,466
2056,93.0,edificios,389
2057,200.0,educa,89
2058,70.0,educacion,3561
2059,70.0,educacional,321
2060,70.0,educacionales,216
2061,549.0,educado,91
2062,70.0,educadores,105
2063,466.0,educar,240
2064,207.0,educativo,70
2065,365.0,efectivamente,319
2066,299.0,efectivo,70
2067,312.0,efecto,220
2068,312.0,efectos,241
2069,593.0,eficacia,97
2070,93.0,eficiencia,529
2071,207.0,eficiente,232
2072,93.0,eficientes,172
2073,466.0,egoismo,249
2074,122.0,egoismos,69
2075,466.0,egoista,188
2076,278.0,egoistas,168
2077,361.0,ejecutivo,98
2078,466.0,ejemplar,193
2079,361.0,ejemplares,180
2080,207.0,ejemplo,5016
2081,339.0,ejemplos,393
2082,69.0,ejercer,111
2083,111.0,ejercicio,113
2084,361.0,ejercicios,78
2085,344.0,ejercito,1992
2086,344.0,ejercitos,235
2087,70.0,elaboracion,118
2088,549.0,elaborado,139
2089,361.0,elaborando,77
2090,207.0,elaborar,166
2091,344.0,eleccion,180
2092,344.0,elecciones,650
2093,344.0,electoral,201
2094,206.0,electorales,76
2095,361.0,electores,69
2096,93.0,electrica,462
2097,93.0,electricas,181
2098,93.0,electricidad,852
2099,93.0,electrico,175
2100,93.0,electricos,111
2101,70.0,electronica,94
2102,457.0,electronuclear,75
2103,361.0,elegir,89
2104,466.0,elemental,331
2105,111.0,elementales,177
2106,365.0,elemento,205
2107,344.0,elementos,868
2108,200.0,elena,80
2109,93.0,eleva,176
2110,70.0,elevacion,129
2111,457.0,elevada,176
2112,549.0,elevado,412
2113,122.0,elevados,88
2114,122.0,elevan,71
2115,93.0,elevando,149
2116,93.0,elevar,604
2117,122.0,elevo,79
2118,344.0,elian,108
2119,77.0,elige,72
2120,312.0,eliminar,104
2121,466.0,ella,964
2122,361.0,ellas,1219
2123,466.0,ello,1603
2124,206.0,ellos,10005
2125,207.0,elocuente,69
2126,344.0,embajada,241
2127,344.0,embajador,200
2128,93.0,embalse,82
2129,93.0,embalses,87
2130,344.0,embarcacion,101
2131,457.0,embarcaciones,69
2132,207.0,embargo,2750
2133,383.0,emergencia,89
2134,70.0,emergentes,80
2135,69.0,emigracion,70
2136,466.0,emocion,194
2137,466.0,emocionante,103
2138,206.0,emociones,71
2139,466.0,empeno,126
2140,200.0,empezaba,104
