,cluster,word,frequency
2141,200.0,empezaban,72
2142,549.0,empezado,132
2143,383.0,empezamos,357
2144,207.0,empezando,240
2145,206.0,empezar,876
2146,361.0,empezaran,82
2147,344.0,empezaron,500
2148,207.0,empezo,474
2149,111.0,empiece,79
2150,206.0,empiecen,94
2151,437.0,empieza,531
2152,206.0,empiezan,479
2153,93.0,emplea,125
2154,549.0,empleado,187
2155,77.0,empleados,289
2156,93.0,emplean,135
2157,93.0,empleando,140
2158,93.0,emplear,444
2159,93.0,empleo,1299
2160,70.0,empleos,170
2161,207.0,emprender,68
2162,93.0,empresa,726
2163,93.0,empresas,1116
2164,70.0,emulacion,161
2165,549.0,encargado,70
2166,225.0,encima,1014
2167,111.0,encontraba,117
2168,200.0,encontrabamos,71
2169,200.0,encontraban,104
2170,549.0,encontrado,276
2171,200.0,encontramos,476
2172,70.0,encontrar,730
2173,200.0,encontraran,143
2174,344.0,encontraron,144
2175,77.0,encontrarse,78
2176,200.0,encontre,78
2177,200.0,encontro,152
2178,77.0,encuentra,356
2179,70.0,encuentran,457
2180,69.0,encuentre,68
2181,200.0,encuentren,79
2182,200.0,encuentro,408
2183,344.0,enemiga,88
2184,344.0,enemigas,107
2185,466.0,enemigo,1535
2186,466.0,enemigos,1894
2187,593.0,energetica,74
2188,93.0,energeticos,78
2189,93.0,energia,1021
2190,466.0,energias,230
2191,344.0,energica,67
2192,339.0,enero,689
2193,207.0,enfasis,107
2194,365.0,enfermedad,434
2195,272.0,enfermedades,708
2196,70.0,enfermeras,240
2197,70.0,enfermeria,119
2198,77.0,enfermo,177
2199,70.0,enfermos,207
2200,365.0,enfrascados,81
2201,69.0,enfrenta,123
2202,549.0,enfrentado,76
2203,200.0,enfrentamos,68
2204,466.0,enfrentar,410
2205,225.0,enfrentarnos,173
2206,466.0,enfrentarse,374
2207,466.0,enganar,296
2208,344.0,engano,154
2209,466.0,engels,136
2210,344.0,enmienda,153
2211,70.0,enorme,1584
2212,93.0,enormes,692
2213,593.0,enriquecer,106
2214,206.0,enseguida,127
2215,466.0,ensena,283
2216,200.0,ensenaban,73
2217,549.0,ensenado,162
2218,200.0,ensenan,126
2219,542.0,ensenando,218
2220,70.0,ensenanza,1481
2221,70.0,ensenanzas,95
2222,70.0,ensenar,596
2223,200.0,ensenaron,119
2224,200.0,enseno,130
2225,466.0,entendemos,293
2226,466.0,entender,233
2227,549.0,entendido,225
2228,200.0,entera,193
2229,122.0,enteramente,228
2230,200.0,enteras,143
2231,466.0,entereza,97
2232,200.0,entero,465
2233,200.0,enteros,118
2234,200.0,entiendan,75
2235,200.0,entiende,176
2236,200.0,entienden,173
2237,200.0,entiendo,89
2238,206.0,entonces,5390
2239,200.0,entra,117
2240,69.0,entrada,186
2241,549.0,entrado,89
2242,383.0,entran,117
2243,466.0,entrana,139
2244,206.0,entrar,324
2245,542.0,entre,7808
2246,457.0,entrega,203
2247,549.0,entregado,139
2248,200.0,entregan,82
2249,93.0,entregar,242
2250,457.0,entregaron,84
2251,93.0,entregas,69
2252,299.0,entrego,89
2253,542.0,entrenados,88
2254,383.0,entrenamiento,170
2255,383.0,entrenar,77
2256,344.0,entrevista,133
2257,312.0,entro,75
2258,466.0,entusiasmo,1054
2259,466.0,entusiasta,189
2260,457.0,entusiastas,89
2261,549.0,enviado,151
2262,200.0,enviamos,119
2263,200.0,envian,76
2264,70.0,enviar,490
2265,344.0,enviaron,132
2266,344.0,envio,177
2267,69.0,envueltos,70
2268,339.0,epidemia,188
2269,593.0,epidemias,88
2270,207.0,epoca,1554
2271,206.0,epocas,220
2272,365.0,equilibrio,96
2273,70.0,equipamiento,106
2274,93.0,equipo,719
2275,93.0,equipos,2010
2276,93.0,equis,90
2277,93.0,equivale,144
2278,93.0,equivalente,265
2279,206.0,equivocado,113
2280,437.0,equivocados,137
2281,466.0,equivocan,109
2282,299.0,equivocaron,67
2283,361.0,equivoco,72
2284,122.0,er,82
2285,344.0,era,11068
2286,542.0,eramos,500
2287,344.0,eran,4128
2288,206.0,eres,77
2289,344.0,ernesto,95
2290,549.0,erradicado,98
2291,207.0,erradicar,224
2292,466.0,error,359
2293,278.0,errores,839
2294,466.0,es,67982
2295,344.0,esbirro,85
2296,344.0,esbirros,353
2297,207.0,escala,280
2298,344.0,escambray,307
2299,344.0,escandalo,108
2300,344.0,escapar,122
2301,593.0,escaseces,101
2302,93.0,escasez,252
2303,299.0,escasos,97
2304,344.0,escenario,114
2305,344.0,esclavitud,314
2306,200.0,esclavo,110
2307,344.0,esclavos,470
2308,122.0,escoger,260
2309,549.0,escogido,89
2310,70.0,escolar,591
2311,70.0,escolares,406
2312,122.0,escolaridad,84
2313,200.0,escribe,115
2314,200.0,escriben,181
2315,466.0,escribiendo,129
2316,200.0,escribieron,96
2317,344.0,escribio,157
2318,206.0,escribir,766
2319,549.0,escrito,260
2320,365.0,escritor,67
2321,200.0,escritores,148
2322,200.0,escrupulos,95
2323,344.0,escuadra,120
2324,549.0,escuchado,167
2325,207.0,escuchar,253
2326,70.0,escuela,4399
2327,70.0,escuelas,5471
2328,69.0,escuelita,74
2329,207.0,esencia,253
2330,466.0,esencial,518
2331,339.0,esenciales,396
2332,299.0,esencialmente,155
2333,70.0,esfera,191
2334,361.0,esferas,73
2335,466.0,esfuerzo,5209
2336,466.0,esfuerzos,1208
2337,593.0,espacio,363
2338,344.0,espana,415
2339,344.0,espanol,377
2340,344.0,espanola,134
2341,344.0,espanoles,235
2342,339.0,especial,2095
2343,70.0,especiales,517
2344,70.0,especialidad,150
2345,70.0,especialidades,204
2346,365.0,especialista,103
2347,70.0,especialistas,392
2348,70.0,especializados,80
2349,70.0,especialmente,583
2350,466.0,especie,571
2351,77.0,espectaculo,203
2352,593.0,especulacion,120
2353,77.0,especuladores,84
2354,200.0,espera,339
2355,200.0,esperaba,95
2356,200.0,esperaban,78
2357,225.0,esperamos,553
2358,200.0,esperan,110
2359,437.0,esperando,384
2360,466.0,esperanza,930
2361,466.0,esperanzas,463
2362,466.0,esperar,817
2363,200.0,espero,257
2364,466.0,espiritu,2896
2365,466.0,espiritual,112
2366,365.0,espirituales,79
2367,457.0,espontanea,77
2368,77.0,espontaneamente,67
2369,299.0,esposa,87
2370,206.0,esquina,83
2371,344.0,estaba,3599
2372,200.0,estabamos,1099
2373,344.0,estaban,3410
2374,111.0,estabilidad,76
2375,312.0,establece,134
2376,593.0,establecen,73
2377,312.0,establecer,781
2378,361.0,establecidas,75
2379,549.0,establecido,295
2380,361.0,estableciendo,93
2381,69.0,establecieron,83
2382,593.0,establecimiento,114
2383,365.0,establecio,150
2384,344.0,estacion,128
2385,206.0,estaciones,126
2386,70.0,estadio,135
2387,206.0,estadisticas,131
2388,207.0,estadisticos,87
2389,549.0,estado,5946
2390,344.0,estados,7484
2391,344.0,estallar,77
2392,437.0,estamos,7392
2393,70.0,estan,12250
2394,93.0,estandar,244
2395,200.0,estando,106
2396,466.0,estar,3744
2397,383.0,estara,631
2398,200.0,estaran,775
2399,383.0,estaremos,372
2400,200.0,estaria,307
2401,200.0,estariamos,207
2402,542.0,estarian,261
2403,93.0,estatal,136
2404,93.0,estatales,241
2405,200.0,estemos,258
2406,93.0,esten,946
2407,280.0,estilo,473
2408,299.0,estimado,103
2409,361.0,estimados,73
2410,207.0,estimular,124
2411,466.0,estimulo,253
2412,593.0,estimulos,79
2413,70.0,estomatologia,79
2414,70.0,estomatologos,108
2415,466.0,estoy,1823
2416,466.0,estrategia,312
2417,312.0,estrategica,72
2418,593.0,estrategicos,83
2419,457.0,estrecha,190
2420,344.0,estrechamente,126
2421,365.0,estrecho,84
2422,361.0,estrictamente,118
2423,70.0,estructura,183
2424,593.0,estructuras,75
2425,207.0,estudia,89
2426,549.0,estudiado,176
2427,70.0,estudian,283
2428,70.0,estudiando,952
2429,457.0,estudiantado,72
2430,70.0,estudiante,535
2431,70.0,estudiantes,4011
2432,361.0,estudiantil,97
2433,70.0,estudiantiles,100
2434,70.0,estudiar,1770
2435,200.0,estudie,101
2436,70.0,estudien,161
2437,70.0,estudio,1218
2438,70.0,estudios,914
2439,200.0,estuve,131
2440,344.0,estuviera,198
2441,200.0,estuvieran,141
2442,200.0,estuvieron,378
2443,200.0,estuvimos,242
2444,344.0,estuvo,378
2445,466.0,etapa,768
2446,361.0,etapas,153
2447,93.0,etcetera,1186
2448,466.0,eterna,138
2449,466.0,eternamente,127
2450,365.0,eterno,111
2451,466.0,etica,153
2452,344.0,etiopia,171
2453,344.0,europa,1191
2454,312.0,europea,166
2455,593.0,europeo,69
2456,344.0,europeos,211
2457,466.0,evento,263
2458,361.0,eventos,145
2459,69.0,evidencia,76
2460,466.0,evidente,301
2461,69.0,evidentemente,105
2462,361.0,evidentes,93
2463,312.0,evitar,705
2464,207.0,evolucion,105
2465,344.0,ex,67
2466,361.0,exacta,110
2467,206.0,exactamente,466
2468,70.0,exactas,85
2469,122.0,exactitud,104
2470,361.0,exacto,129
2471,207.0,examen,127
2472,361.0,examenes,79
2473,93.0,excedente,125
2474,93.0,excedentes,104
2475,299.0,excelencia,79
2476,70.0,excelente,385
2477,70.0,excelentes,233
2478,278.0,excepcion,411
2479,207.0,excepcional,120
2480,365.0,excepcionales,121
2481,361.0,excepciones,150
2482,361.0,excepto,202
2483,93.0,exceso,247
2484,344.0,exclamaciones,5418
2485,593.0,exclusivamente,227
2486,466.0,exige,232
2487,365.0,exigen,145
2488,383.0,exigencia,143
2489,361.0,exigencias,76
2490,466.0,exigir,182
2491,344.0,exilio,69
2492,200.0,exista,201
2493,200.0,existan,107
2494,312.0,existe,994
2495,200.0,existen,779
2496,365.0,existencia,267
2497,69.0,existente,100
2498,70.0,existentes,120
2499,344.0,existia,589
2500,70.0,existian,418
2501,549.0,existido,191
2502,200.0,existiera,111
2503,457.0,existio,90
2504,466.0,existir,307
2505,466.0,exito,648
2506,466.0,exitos,622
2507,344.0,expedicion,123
2508,361.0,expediente,193
2509,466.0,experiencia,2182
2510,361.0,experiencias,606
2511,457.0,experimentados,68
2512,207.0,experimento,94
2513,361.0,experimentos,82
2514,361.0,expertos,106
2515,207.0,explica,297
2516,207.0,explicaba,311
2517,200.0,explicabamos,84
2518,466.0,explicacion,271
2519,549.0,explicado,172
2520,200.0,explicamos,101
2521,200.0,explican,115
2522,361.0,explicando,120
2523,207.0,explicar,523
2524,207.0,explicarles,104
2525,200.0,explicaron,74
2526,200.0,explico,293
2527,200.0,explique,201
2528,70.0,exploradores,110
2529,365.0,explosion,215
2530,344.0,explosivos,161
2531,542.0,explotaban,85
2532,278.0,explotacion,1450
2533,365.0,explotadas,84
2534,542.0,explotado,172
2535,344.0,explotador,125
2536,344.0,explotadora,114
2537,77.0,explotadoras,100
2538,344.0,explotadores,807
2539,344.0,explotados,450
2540,200.0,explotan,95
2541,542.0,explotando,83
2542,200.0,explotar,238
2543,206.0,exponer,149
2544,93.0,exporta,89
2545,93.0,exportacion,260
2546,93.0,exportaciones,418
2547,93.0,exportadores,83
2548,93.0,exportamos,69
2549,93.0,exportan,70
2550,93.0,exportar,200
2551,361.0,exposicion,79
2552,339.0,expresa,187
2553,200.0,expresaba,76
2554,549.0,expresado,216
2555,200.0,expresamos,115
2556,200.0,expresan,112
2557,466.0,expresar,493
2558,466.0,expresarles,125
2559,200.0,expresaron,77
2560,200.0,exprese,84
2561,466.0,expresion,303
2562,344.0,expreso,188
2563,549.0,expuesto,72
2564,207.0,extender,99
2565,549.0,extendido,95
2566,93.0,extension,201
2567,93.0,extensiones,139
2568,207.0,extenso,78
2569,344.0,exterior,662
2570,344.0,exteriores,140
2571,344.0,exterminio,80
2572,225.0,externa,217
2573,69.0,externos,70
2574,69.0,extrana,99
2575,344.0,extranjera,243
2576,344.0,extranjeras,274
2577,344.0,extranjero,668
2578,344.0,extranjeros,650
2579,206.0,extrano,241
2580,466.0,extraordinaria,738
2581,280.0,extraordinariamente,651
2582,457.0,extraordinarias,194
2583,207.0,extraordinario,996
2584,70.0,extraordinarios,281
2585,344.0,extrema,109
2586,383.0,extremo,232
2587,93.0,fabrica,1759
2588,93.0,fabricar,129
2589,93.0,fabricas,1483
2590,93.0,fabulosas,105
2591,207.0,facil,1354
2592,206.0,faciles,182
2593,93.0,facilidades,343
2594,593.0,facilitar,69
2595,593.0,facilmente,219
2596,466.0,factor,354
2597,361.0,factores,1011
2598,70.0,facultad,309
2599,70.0,facultades,401
2600,344.0,falsa,86
2601,206.0,falsas,71
2602,365.0,falso,82
2603,383.0,falta,3064
2604,200.0,faltaba,194
2605,383.0,faltaban,139
2606,549.0,faltado,69
2607,93.0,faltan,409
2608,206.0,faltar,126
2609,200.0,faltara,84
2610,361.0,faltas,71
2611,93.0,falte,144
2612,93.0,falten,95
2613,200.0,falto,102
2614,272.0,familia,1684
2615,111.0,familiar,213
2616,200.0,familiares,553
2617,93.0,familias,1255
2618,344.0,famosa,211
2619,344.0,famoso,201
2620,200.0,fantasma,70
2621,70.0,farmaceutica,82
2622,344.0,fascismo,303
2623,344.0,fascista,239
2624,344.0,fascistas,263
2625,207.0,fase,256
2626,344.0,favor,836
2627,457.0,favorable,69
2628,200.0,faz,87
2629,344.0,fbi,74
2630,466.0,fe,938
2631,339.0,febrero,220
2632,339.0,fecha,820
2633,361.0,fechas,85
2634,344.0,fechorias,140
2635,457.0,federacion,309
2636,344.0,federal,86
2637,361.0,feem,77
2638,466.0,felices,284
2639,466.0,felicidad,356
2640,200.0,felicitacion,69
2641,200.0,felicitamos,72
2642,200.0,felicitar,77
2643,200.0,felicito,74
2644,466.0,feliz,349
2645,272.0,fenomeno,482
2646,361.0,fenomenos,265
2647,361.0,fernandez,118
2648,344.0,feroz,134
2649,93.0,ferrocarril,249
2650,93.0,ferrocarriles,104
2651,93.0,fertilizacion,165
2652,93.0,fertilizante,215
2653,93.0,fertilizantes,436
2654,466.0,fervor,103
2655,457.0,festival,186
2656,361.0,feu,99
2657,365.0,feudal,70
2658,466.0,fidel,1582
2659,122.0,fiebre,83
2660,457.0,fieles,73
2661,200.0,fiesta,181
2662,299.0,fiestas,77
2663,466.0,figura,100
2664,361.0,figuras,72
2665,122.0,fijense,220
2666,383.0,fila,74
2667,344.0,filas,399
2668,466.0,filosofia,286
2669,383.0,fin,2449
2670,339.0,final,831
2671,339.0,finales,180
2672,207.0,finalizar,124
2673,69.0,finalmente,68
2674,593.0,financiera,76
2675,206.0,financieras,79
2676,593.0,financiero,104
2677,93.0,financieros,171
2678,299.0,finanzas,74
2679,93.0,finca,134
2680,93.0,fincas,145
2681,339.0,fines,586
2682,299.0,finlay,81
2683,466.0,firme,517
2684,457.0,firmemente,126
2685,466.0,firmes,222
2686,466.0,firmeza,314
2687,70.0,fisica,591
2688,111.0,fisicamente,104
2689,361.0,fisicas,124
2690,365.0,fisico,209
2691,593.0,fisicos,72
2692,312.0,flora,80
2693,344.0,florida,200
2694,593.0,flota,165
2695,77.0,fomentar,67
2696,206.0,fondo,631
2697,77.0,fondos,297
2698,70.0,forestal,79
2699,69.0,forjar,68
2700,466.0,forma,3231
2701,70.0,formacion,683
2702,549.0,formado,115
2703,70.0,formados,79
2704,466.0,formal,87
2705,70.0,forman,188
2706,70.0,formando,218
2707,70.0,formar,518
2708,225.0,formas,991
2709,466.0,formidable,293
2710,466.0,formula,449
2711,361.0,formulas,380
2712,339.0,foro,173
2713,466.0,fortalecer,158
2714,299.0,fortalecimiento,86
2715,466.0,fortaleza,254
2716,70.0,fortalezas,168
2717,77.0,fortuna,118
2718,93.0,fosforo,68
2719,206.0,fotografias,89
2720,206.0,fox,106
2721,549.0,fracasado,82
2722,299.0,fracasar,69
2723,344.0,fracaso,214
2724,344.0,frances,116
2725,69.0,francesa,93
2726,344.0,franceses,99
2727,344.0,francia,190
2728,200.0,frank,123
2729,466.0,franqueza,177
2730,466.0,frase,308
2731,361.0,frases,92
2732,466.0,fraternal,141
2733,466.0,fraternidad,124
2734,365.0,fraude,99
2735,299.0,frecuencia,91
2736,344.0,frei,100
2737,312.0,frenar,83
2738,466.0,frente,3122
2739,70.0,frentes,310
2740,93.0,fresca,69
2741,344.0,fria,197
2742,93.0,frijol,68
2743,93.0,frijoles,158
2744,93.0,frio,388
2745,344.0,frontera,158
2746,344.0,fronteras,160
2747,344.0,fruit,72
2748,93.0,fruta,104
2749,93.0,frutales,168
2750,93.0,frutas,146
2751,466.0,fruto,464
2752,70.0,frutos,649
2753,207.0,fue,8617
2754,344.0,fuego,235
2755,93.0,fuel,68
2756,93.0,fuente,301
2757,93.0,fuentes,281
2758,344.0,fuera,1786
2759,200.0,fueramos,68
2760,200.0,fueran,390
2761,344.0,fueron,4142
2762,466.0,fuerte,911
2763,69.0,fuertemente,84
2764,278.0,fuertes,537
2765,466.0,fuerza,4167
2766,361.0,fuerzas,3045
2767,466.0,fuese,412
2768,200.0,fuesen,258
2769,77.0,fuga,92
2770,200.0,fui,185
2771,200.0,fuimos,438
2772,206.0,fulano,67
2773,466.0,funcion,276
2774,111.0,funciona,90
2775,70.0,funcionamiento,114
2776,593.0,funcionan,79
2777,70.0,funcionando,212
2778,70.0,funcionar,172
2779,344.0,funcionario,266
2780,344.0,funcionarios,356
2781,70.0,funciones,312
2782,344.0,fundacion,160
2783,361.0,fundadores,67
2784,207.0,fundamental,1046
2785,457.0,fundamentales,666
2786,70.0,fundamentalmente,869
2787,344.0,fusil,303
2788,344.0,fusiles,409
2789,466.0,futura,129
2790,466.0,futuras,232
2791,466.0,futuro,2617
2792,70.0,futuros,318
2793,93.0,gallina,72
2794,93.0,gallinas,120
2795,93.0,gana,546
2796,77.0,ganaba,78
2797,200.0,ganaban,71
2798,93.0,ganadera,118
2799,93.0,ganaderia,373
2800,361.0,ganaderos,80
2801,549.0,ganado,929
2802,361.0,ganamos,104
2803,93.0,ganan,197
2804,93.0,ganancia,122
2805,93.0,ganancias,251
2806,93.0,ganando,250
2807,466.0,ganar,675
2808,200.0,ganaron,72
2809,466.0,ganarse,214
2810,111.0,gane,85
2811,344.0,gano,169
2812,466.0,garantia,195
2813,361.0,garantias,132
2814,299.0,garantiza,92
2815,549.0,garantizado,89
2816,122.0,garantizar,437
2817,344.0,garcia,136
2818,93.0,gas,264
2819,93.0,gasolina,166
2820,93.0,gasta,224
2821,549.0,gastado,73
2822,93.0,gastan,181
2823,93.0,gastando,113
2824,93.0,gastar,377
2825,93.0,gasto,344
2826,93.0,gastos,666
2827,466.0,generacion,965
2828,70.0,generaciones,641
2829,339.0,general,2181
2830,206.0,generales,289
2831,77.0,genero,154
2832,466.0,generosa,180
2833,466.0,generosidad,156
2834,466.0,generoso,131
2835,77.0,generosos,80
2836,70.0,genetica,165
2837,365.0,genio,72
2838,344.0,genocida,82
2839,344.0,genocidio,97
2840,206.0,gente,3620
2841,206.0,gentes,122
2842,200.0,geografia,129
2843,361.0,gestiones,82
2844,466.0,gesto,238
2845,457.0,gigante,110
2846,207.0,gigantesca,169
2847,207.0,gigantesco,164
2848,344.0,ginebra,114
2849,344.0,giron,912
2850,207.0,global,107
2851,466.0,globalizacion,239
2852,466.0,gloria,347
2853,206.0,glorias,98
2854,466.0,gloriosa,180
2855,457.0,gloriosas,110
2856,344.0,glorioso,157
2857,200.0,gloriosos,87
2858,344.0,gobernante,119
2859,344.0,gobernantes,349
2860,206.0,gobernar,114
2861,344.0,gobierno,5626
2862,344.0,gobiernos,1271
2863,69.0,golfo,74
2864,344.0,golpe,709
2865,312.0,golpear,73
2866,344.0,golpes,217
2867,93.0,gomas,96
2868,344.0,gomez,268
2869,299.0,gonzalez,71
2870,344.0,gorilas,131
2871,200.0,gota,210
2872,200.0,gracias,1129
2873,466.0,grado,1865
2874,361.0,grados,384
2875,70.0,graduacion,155
2876,549.0,graduado,251
2877,70.0,graduados,593
2878,70.0,graduan,199
2879,70.0,graduar,81
2880,70.0,graduaron,118
2881,361.0,graduarse,70
2882,93.0,gramos,76
2883,278.0,gran,7208
2884,344.0,granada,234
2885,466.0,grande,2073
2886,278.0,grandes,4983
2887,466.0,grandeza,77
2888,93.0,granel,77
2889,93.0,granja,374
2890,93.0,granjas,470
2891,339.0,granma,459
2892,93.0,grano,95
2893,93.0,granos,154
2894,93.0,grasa,109
2895,206.0,gratis,70
2896,466.0,gratitud,202
2897,93.0,gratuitamente,191
2898,207.0,grave,284
2899,365.0,gravedad,81
2900,278.0,graves,266
2901,200.0,grito,73
2902,93.0,grua,74
2903,93.0,gruas,103
2904,383.0,grueso,120
2905,77.0,grupito,96
2906,344.0,grupo,1498
2907,70.0,grupos,562
2908,77.0,guajiro,165
2909,542.0,guajiros,169
2910,344.0,guantanamo,393
2911,93.0,guardar,116
2912,344.0,guardia,305
2913,344.0,guatemala,360
2914,344.0,guerra,4720
2915,344.0,guerras,503
2916,344.0,guerreristas,74
2917,344.0,guerrillas,108
2918,344.0,guerrillero,104
2919,344.0,guerrilleros,136
2920,344.0,guevara,176
2921,365.0,guia,76
2922,344.0,guinea,235
2923,200.0,guiteras,93
2924,344.0,gusanera,79
2925,206.0,gusanos,126
2926,207.0,gusta,357
2927,549.0,gustado,72
2928,200.0,gustaria,92
2929,200.0,gusto,192
2930,70.0,ha,19790
2931,339.0,habana,2795
2932,278.0,haber,3286
2933,206.0,haberlo,79
2934,206.0,haberse,160
2935,70.0,habia,9552
2936,70.0,habiamos,1022
2937,344.0,habian,2816
2938,549.0,habido,641
2939,111.0,habiendo,105
2940,93.0,habitaciones,108
2941,93.0,habitante,88
2942,93.0,habitantes,927
2943,206.0,habito,225
2944,122.0,habitos,258
2945,207.0,habla,977
2946,200.0,hablaba,722
2947,200.0,hablabamos,256
2948,200.0,hablaban,199
2949,549.0,hablado,713
2950,200.0,hablamos,533
2951,200.0,hablan,679
2952,437.0,hablando,977
2953,207.0,hablar,2651
2954,200.0,hablara,78
2955,200.0,hablarle,93
2956,200.0,hablarles,123
2957,200.0,hablaron,210
2958,593.0,hablarse,69
2959,200.0,hable,421
2960,206.0,hablen,96
2961,207.0,hablo,1200
2962,93.0,habra,2140
2963,70.0,habran,356
2964,200.0,habremos,116
2965,344.0,habria,2452
2966,200.0,habriamos,425
2967,344.0,habrian,761
2968,437.0,hace,6068
2969,93.0,hacemos,1020
2970,93.0,hacen,2486
2971,93.0,hacer,12517
2972,466.0,hacerla,213
2973,93.0,hacerlas,144
2974,466.0,hacerle,237
2975,200.0,hacerles,156
2976,466.0,hacerlo,1020
2977,122.0,hacerlos,83
2978,466.0,hacernos,147
2979,466.0,hacerse,650
2980,312.0,hacia,3699
2981,200.0,haciamos,108
2982,344.0,hacian,664
2983,437.0,haciendo,4016
2984,437.0,haga,595
2985,207.0,hagamos,259
2986,200.0,hagan,720
2987,207.0,hago,213
2988,344.0,haiti,271
2989,466.0,hambre,1337
2990,200.0,hambrientos,99
2991,70.0,han,18139
2992,200.0,hara,270
2993,361.0,haran,263
2994,200.0,haremos,259
2995,200.0,haria,144
2996,383.0,harian,149
2997,93.0,harina,87
2998,437.0,hasta,7645
2999,93.0,hay,25704
3000,70.0,haya,3367
3001,207.0,hayamos,360
3002,70.0,hayan,949
3003,365.0,hazana,67
3004,339.0,he,2650
3005,339.0,hecha,92
3006,437.0,hechas,138
3007,549.0,hecho,6686
3008,466.0,hechos,1518
3009,93.0,hectarea,284
3010,93.0,hectareas,450
3011,344.0,helms,100
3012,93.0,hembras,78
3013,344.0,hemisferio,627
3014,70.0,hemos,10783
3015,93.0,herbicida,78
3016,93.0,herbicidas,94
3017,466.0,herencia,158
3018,457.0,herido,68
3019,344.0,heridos,181
3020,344.0,hermana,91
3021,466.0,hermandad,136
3022,344.0,hermano,441
3023,466.0,hermanos,966
3024,466.0,hermosa,275
3025,200.0,hermosas,110
3026,466.0,hermoso,163
3027,344.0,heroe,162
3028,200.0,heroes,381
3029,344.0,heroica,449
3030,344.0,heroicamente,106
3031,344.0,heroicas,107
3032,344.0,heroico,472
3033,344.0,heroicos,246
3034,466.0,heroismo,565
3035,200.0,hice,212
3036,312.0,hiciera,165
3037,200.0,hicieran,142
3038,344.0,hicieron,2095
3039,200.0,hicimos,675
3040,299.0,hidraulica,124
3041,93.0,hidraulicas,132
3042,70.0,hidraulico,92
3043,70.0,hidraulicos,91
3044,93.0,hierba,202
3045,93.0,hierro,169
3046,70.0,higiene,102
3047,466.0,hija,120
3048,200.0,hijas,142
3049,466.0,hijo,658
3050,466.0,hijos,2131
3051,344.0,himno,117
3052,466.0,hipocresia,105
3053,344.0,hipocrita,67
3054,206.0,hipocritas,68
3055,466.0,historia,4347
3056,361.0,historias,82
3057,466.0,historica,588
3058,122.0,historicamente,175
3059,339.0,historicas,212
3060,466.0,historico,593
3061,272.0,historicos,287
3062,344.0,hitler,112
3063,344.0,hizo,2075
3064,111.0,hogar,173
3065,542.0,hogares,162
3066,70.0,holguin,395
3067,93.0,holstein,143
3068,466.0,hombre,4994
3069,466.0,hombres,6218
3070,77.0,hombros,109
3071,466.0,homenaje,248
3072,344.0,honduras,115
3073,466.0,honestidad,101
3074,466.0,honesto,137
3075,542.0,honestos,106
3076,466.0,honor,1135
3077,299.0,honorable,72
3078,466.0,honores,141
3079,466.0,honra,88
3080,200.0,honradamente,100
3081,466.0,honradez,220
3082,77.0,honrado,146
3083,542.0,honrados,124
3084,466.0,honrosa,71
3085,466.0,hora,1610
3086,361.0,horas,2506
3087,93.0,hormigon,116
3088,69.0,horrible,68
3089,344.0,horrores,88
3090,70.0,hospital,1103
3091,70.0,hospitales,1339
3092,466.0,hospitalidad,99
3093,344.0,hostigamiento,72
3094,344.0,hostilidad,202
3095,93.0,hotel,368
3096,93.0,hoteles,343
3097,278.0,hoy,12998
3098,344.0,hubiera,730
3099,206.0,hubieramos,205
3100,344.0,hubieran,302
3101,344.0,hubiese,465
3102,339.0,hubiesemos,160
3103,344.0,hubiesen,278
3104,344.0,hubo,1680
3105,344.0,huelga,202
3106,77.0,huelgas,99
3107,200.0,hueso,83
3108,93.0,huevo,127
3109,93.0,huevos,238
3110,466.0,humana,998
3111,457.0,humanas,249
3112,466.0,humanidad,1441
3113,466.0,humano,1183
3114,278.0,humanos,1231
3115,93.0,humedad,87
3116,466.0,humilde,409
3117,542.0,humildes,649
3118,344.0,humillacion,145
3119,312.0,huracan,195
3120,200.0,iba,1690
3121,200.0,ibamos,561
3122,200.0,iban,1362
3123,466.0,idea,3081
3124,466.0,ideal,391
3125,466.0,ideales,210
3126,466.0,ideas,3373
3127,111.0,identidad,79
3128,457.0,identificacion,89
3129,466.0,ideologia,285
3130,466.0,ideologica,231
3131,457.0,ideologicas,71
3132,312.0,ideologico,143
3133,466.0,idioma,270
3134,361.0,idiomas,113
3135,549.0,ido,1401
3136,344.0,iglesia,201
3137,361.0,iglesias,92
3138,344.0,ignacio,79
3139,466.0,ignorancia,456
3140,365.0,ignorante,111
3141,122.0,ignorantes,112
3142,466.0,ignorar,137
3143,278.0,igual,1650
3144,466.0,igualdad,332
3145,278.0,iguales,317
3146,457.0,igualmente,492
3147,361.0,ii,69
3148,344.0,ilegal,96
3149,77.0,ilegales,88
3150,344.0,ilegalmente,74
3151,466.0,ilusion,157
3152,206.0,ilusiones,397
3153,344.0,ilustre,104
3154,200.0,ilustres,76
3155,466.0,imagen,170
3156,361.0,imagenes,80
3157,206.0,imaginacion,118
3158,200.0,imaginan,216
3159,207.0,imaginar,132
3160,207.0,imaginarse,159
3161,200.0,imaginense,220
3162,200.0,imagino,258
3163,365.0,impacto,109
3164,344.0,impedir,545
3165,344.0,imperialismo,4194
3166,344.0,imperialista,1199
3167,344.0,imperialistas,3262
3168,344.0,imperio,1046
3169,299.0,impide,72
3170,344.0,implantar,91
3171,207.0,implica,267
3172,466.0,impone,155
3173,299.0,imponen,73
3174,344.0,imponer,232
